#RA DEC Morph 
37.046250 19.599720 S 
37.092500 23.214720 S 
37.073330 26.312220 S 
37.132080 29.982780 DWARF 
37.114170 15.606390 S 
37.140000 20.283610 E 
37.166250 23.796390 S 
37.226250 25.343890 S 
37.245000 28.143890 S 
37.293750 34.531110 DWARF 
37.227920 0.370280 S 
37.360000 31.471390 S 
37.359170 20.217220 S 
37.348750 10.176940 S 
37.457920 29.741670 DWARF 
37.453750 16.067500 DWARF 
37.475420 25.256110 S 
37.500000 28.633610 S 
37.458330 9.847780 S 
37.561250 33.131940 S 
37.590000 35.325830 S 
37.640000 32.175830 S 
37.571670 0.937500 DWARF 
37.599590 8.697780 IRR 
37.767080 27.699440 S 
37.859170 1.345830 S 
37.918330 22.916940 S 
37.930840 0.292780 S 
37.969170 19.152780 S 
37.940000 5.596670 IRR 
38.100420 35.494450 IRR 
37.997920 0.909440 S 
38.133750 31.609720 IRR 
38.159160 31.563890 S 
38.172920 21.032780 S 
38.211250 20.641390 PEC 
38.187920 28.840830 DWARF 
38.163330 0.616670 PEC 
38.224580 23.327220 S 
38.325000 33.490550 S 
38.310000 25.505830 S 
38.330000 27.300550 DWARF 
38.290000 8.909170 IRR 
38.325840 22.393330 S 
38.333750 22.752220 IRR 
38.345000 9.601670 LENT 
38.351670 20.578610 S 
38.411670 6.473060 S 
38.475000 9.631670 S 
38.500000 20.976950 S 
38.485000 0.922780 S 
38.555830 29.310550 S  
38.562500 30.007220 IRR 
38.583750 32.429170 LENT 
38.584170 32.505280 S 
38.607500 32.954440 S 
38.607500 25.269440 DWARF 
38.621670 29.749720 DWARF 
38.637500 33.941390 IRR 
38.565410 2.612500 S 
38.680000 23.412780 LENT 
38.649590 1.347220 S 
38.792080 20.851110 S 
38.852090 19.940830 S 
38.914580 6.272220 LENT 
39.047500 34.594440 S 
39.040410 23.898890 S 
39.004170 0.419720 S 
39.067500 25.423060 S 
39.126250 32.714720 S 
39.027920 1.553060 S 
39.133750 31.597220 S 
39.157920 34.607500 S 
39.098330 0.708330 S 
39.132080 7.308610 S 
39.215000 36.112500 S 
39.236250 5.452220 S 
39.307500 19.948890 S 
39.304590 21.567220 LENT 
39.377500 33.631660 IRR 
39.355830 21.100560 S 
39.364590 23.299720 S 
39.416670 34.431390 S 
39.493340 34.241110 S 
39.546250 30.847500 S 
39.531670 1.387780 S 
39.515420 1.686110 S 
39.614160 29.757780 S 
39.654580 32.069160 S 
39.579170 2.309170 S 
39.667920 33.445280 S 
39.732080 34.621940 S 
39.716250 27.846670 S 
39.731670 9.097220 S 
39.770420 18.393890 IRR 
39.811670 30.150550 S 
39.902920 36.080830 PEC 
39.875000 29.259720 DWARF 
39.922080 9.911670 DWARF 
39.991250 28.325000 S 
39.960420 18.024440 S 
40.023750 14.375830 S 
40.080000 32.261670 S 
40.026250 1.508330 S 
40.114590 30.080280 S 
40.121250 19.296940 PEC 
40.097080 1.228610 DWARF 
40.164590 15.703610 S 
40.290840 35.858060 S 
40.230000 8.595560 S 
40.252500 17.431670 DWARF 
40.357500 17.812220 S 
40.479580 32.088050 S 
40.438340 0.442220 S 
40.524170 32.378060 S 
40.475840 5.947220 S 
40.648330 34.762780 S 
40.639580 35.201670 S 
40.556670 2.423890 S 
40.706250 32.685280 DWARF 
40.701670 28.573330 S 
40.670000 -0.013330 S 
40.700420 3.083610 S 
40.858330 31.470830 S 
40.886250 31.790000 S 
40.850000 1.756390 LENT 
40.842910 4.967780 S 
40.933750 32.496110 S 
40.954590 32.389450 DWARF 
40.960420 32.512220 S 
40.978750 33.168330 S 
40.968750 33.348610 S 
40.880420 0.306670 S 
40.919170 1.375830 S 
40.954590 6.642500 S 
41.107090 33.734720 S 
41.082080 9.755560 S 
41.088330 0.676110 IRR 
41.180840 16.728890 S 
41.179170 15.240000 S 
41.241670 30.377780 S 
41.309170 35.188610 S 
41.352500 2.880280 S 
41.546250 27.044170 S 
41.648750 32.449440 S 
41.605420 3.607500 S 
41.655000 20.356110 DWARF 
41.727920 23.595560 LENT 
41.760830 24.857500 DWARF 
41.907500 4.637220 S 
41.904580 14.383330 S 
41.966250 23.403610 S 
41.980830 26.094440 DWARF 
41.937080 0.413890 S 
42.018750 27.102500 S 
42.067080 34.419450 S 
41.990410 3.885280 DWARF 
42.085000 17.730830 S 
42.130420 18.948060 S 
42.174580 14.313060 S 
42.168330 17.223060 S 
42.144580 6.521940 IRR 
42.304580 35.334160 LENT 
42.255000 15.733060 S 
42.287500 23.017500 DWARF 
42.245000 3.168890 S 
42.374580 30.695830 S 
42.286250 2.126940 DWARF 
42.347080 17.665280 S 
42.380830 22.143890 S 
42.472920 35.861660 FAINT 
42.412500 14.619440 S 
42.459580 22.753330 S 
42.555830 8.166110 S 
42.570420 0.091940 S 
42.662920 20.682220 S 
42.704580 16.007500 S 
42.802080 25.406940 S 
42.800000 8.075560 S 
42.788750 2.593330 S 
42.848330 16.041390 S 
42.920410 17.660830 S 
42.977080 0.664440 S 
43.022090 4.370000 DWARF 
43.084580 1.975280 DWARF 
43.279580 25.490000 LENT 
43.342910 31.686940 IRR 
43.339580 6.539440 S 
43.421660 6.265000 LENT 
43.468330 2.290280 S 
43.495000 5.987780 S 
43.511670 2.961670 S 
43.514590 6.257220 S 
43.592500 31.292220 S 
43.619580 14.155000 S 
43.664170 9.355000 S 
43.834170 8.827780 S 
43.943340 33.766110 S 
43.974170 32.334160 S 
43.945420 6.216940 S 
43.967920 9.311670 S 
43.988750 0.691940 S 
43.953750 1.078890 S 
43.989580 6.494170 S 
44.036250 15.792220 S 
44.073750 4.528610 S 
44.095000 6.155000 S 
44.135420 18.696110 S 
44.112920 0.875560 S 
44.208330 15.983610 S 
44.294580 2.775000 LENT 
44.288330 1.326390 IRR 
44.387500 8.098890 S 
44.514170 35.257220 S 
44.591670 3.862500 S 
44.648330 25.279720 S 
44.682910 25.758050 DWARF 
44.768750 32.630280 S 
44.772080 33.913890 S 
44.812080 16.038330 S 
44.926250 25.237220 IRR 
44.978750 24.225280 S 
44.960830 2.770830 S 
45.094170 34.072220 S 
45.126670 34.038330 S 
45.167920 32.655830 LENT 
45.156250 35.168610 S 
45.154580 35.628890 IRR 
45.191670 23.185280 S 
45.167500 0.020280 S 
45.403330 31.819170 S 
45.426670 35.205550 LENT 
45.430000 28.736670 DWARF 
45.474580 35.732780 S 
45.516250 36.098050 S 
45.533750 29.105830 S 
45.640420 2.193890 IRR 
45.597920 0.978890 S 
45.927500 30.620280 S 
45.850420 4.491390 S 
46.073330 1.757500 S 
46.231670 21.376390 S 
46.419160 33.393890 S 
46.468750 16.117780 LENT 
46.955420 3.147500 S 
47.127920 20.771670 S 
47.116670 2.108060 S 
47.542080 31.921110 IRR 
47.607500 20.384720 S 
48.110830 14.406940 IRR 
111.293330 9.515830 S 
112.154580 30.929170 S 
112.161670 24.480280 LENT 
112.272080 26.916670 PEC 
112.323330 27.900000 S 
112.351660 7.175560 DWARF 
113.348750 31.483060 S 
113.382510 30.562500 LENT 
113.552500 4.546390 IRR 
113.732090 31.276390 S 
113.922500 11.611670 S 
114.261670 13.600830 S 
114.286250 9.911110 S 
114.345000 14.077780 S 
114.446250 27.036670 S 
114.498340 3.316110 IRR 
114.683750 2.217220 LENT 
114.855830 8.898330 IRR 
114.948750 24.468610 S 
115.123330 13.871670 S 
115.309590 27.613890 S 
115.479580 16.803050 DWARF 
115.887500 31.534720 S 
116.038760 29.246670 S 
116.057090 31.650550 S 
116.295840 7.933060 S 
116.308750 11.063610 S 
116.435420 4.981390 S 
116.732910 7.295830 S 
117.146250 30.153610 S 
117.329580 30.902220 S 
117.400420 26.905830 S 
117.420000 29.943610 S 
117.500000 30.025000 S 
117.538330 30.731950 S 
117.733330 23.895830 S 
117.765410 17.962220 S 
117.858750 14.020560 S 
117.982090 27.302780 S 
118.052920 30.356950 DWARF 
118.371250 14.611670 S 
118.637080 29.710560 IRR 
118.612500 16.214450 DWARF 
118.585420 4.459720 S 
118.846660 26.743330 S 
118.953330 24.705280 S 
119.104580 27.012220 S 
119.069170 11.661390 S 
119.202510 7.477500 S 
119.324580 31.469440 S 
119.257910 14.391390 IRR 
119.485410 25.160280 S 
119.585420 25.149170 S 
119.762080 24.160280 S 
119.799580 31.807220 S 
119.822090 24.451670 S 
119.848340 16.421390 S 
119.842090 18.110000 S 
119.911670 24.982220 S 
119.863330 7.443060 S 
119.917080 15.387220 S 
119.967090 5.607500 PEC 
120.026250 13.151940 S 
120.087500 26.613610 S 
120.082500 26.701670 S 
120.207500 27.500280 S 
120.192090 16.547220 S 
120.328330 25.289440 S 
120.379160 9.706940 S 
120.533750 7.672500 S 
120.544590 9.485560 LENT 
120.524170 0.809170 S 
120.651670 27.437220 S 
120.589580 6.878330 S 
120.602500 9.413330 E 
120.707080 15.808060 S 
120.856670 10.050280 S 
121.024160 5.113610 E 
121.172500 24.870280 S 
121.272910 25.062220 S 
121.193330 10.776110 IRR 
121.411240 26.167780 S 
121.391660 10.393050 S 
121.461240 12.479720 S 
121.546670 12.543060 S 
121.580000 5.622220 S 
121.600430 1.035560 LENT 
121.744160 8.003610 S 
121.840840 17.751670 S 
121.822080 8.869170 S 
121.990830 26.028890 S 
121.981260 17.817780 S 
121.992090 5.206390 S 
122.025420 14.837500 S 
122.120830 11.178330 S 
122.264160 16.676940 S 
122.230830 0.301390 S 
122.307910 16.987500 S 
122.311660 0.282780 E 
122.350420 0.609440 IRR 
122.375820 5.280560 S 
122.546670 24.892220 S 
122.806250 25.206390 S 
122.845410 3.633330 S 
123.193750 26.361110 S 
123.197910 9.386670 S 
123.718350 1.564440 S 
123.870420 8.344720 S 
123.909590 5.255830 DWARF 
124.003330 27.076110 S 
124.008750 28.624440 S 
124.106240 25.990830 S 
124.315010 1.205830 S 
124.505840 24.736110 S 
124.423760 4.610000 S 
124.468760 12.897780 S 
124.475430 3.375560 S 
124.485430 0.745560 S 
124.590840 11.625830 S 
124.903750 4.656940 S 
125.052910 26.022220 S 
125.028750 17.358330 DWARF 
125.170000 25.905560 S 
125.192090 16.645830 S 
125.366250 3.169170 S 
125.603340 25.508610 S 
125.544590 3.268330 S 
125.687500 24.296390 S 
125.740420 25.738330 S 
125.671250 4.262500 LENT 
125.744160 27.707500 S 
125.722090 3.571110 S 
125.967080 14.751940 IRR 
126.435420 27.874170 S 
126.448350 28.117780 S 
126.574580 11.503060 S 
126.672070 17.838060 S 
126.865830 25.723890 S 
126.860420 17.283890 S 
126.857500 1.848330 S 
127.059990 28.056390 S 
127.053320 0.023330 S 
127.062080 1.003610 S 
127.128740 17.467220 S 
127.330000 2.644720 S 
127.426670 15.057500 S 
127.507490 17.259170 S 
127.853330 27.579440 S 
127.792500 9.605280 LENT 
128.014590 24.010280 S 
128.251250 26.013330 S 
128.195010 0.226670 S 
128.346250 29.538060 S 
128.486250 26.972220 S 
128.807920 28.753060 S 
128.822490 28.472780 S 
128.951680 1.720830 S 
128.972920 0.706670 S 
129.022090 1.893610 S 
129.150830 25.136390 S 
129.367510 24.946390 S 
129.386260 28.704720 S 
129.600010 25.754440 PEC 
129.641660 30.798060 S 
130.060410 5.635000 S 
130.224170 19.354440 S 
130.244170 16.183050 FAINT 
130.422070 18.859450 S 
130.382490 4.981110 PEC 
130.645420 10.584440 IRR 
130.665410 14.285280 S 
130.719570 25.069720 S 
130.734160 13.641390 S 
130.781660 18.222220 S 
130.816240 13.085560 S 
130.839160 10.726110 S 
130.858730 3.614720 S 
131.031270 30.119170 S 
130.948750 0.837780 S 
131.091260 9.537220 S 
131.177510 9.800560 S 
131.181670 10.472220 IRR 
131.316670 27.822780 S 
131.214580 1.155280 S 
131.315410 9.645830 S 
131.415410 23.868330 S 
131.480000 12.781390 S 
131.497920 12.619720 S 
131.648330 19.017780 S 
131.704570 28.171390 E 
131.742080 28.238060 S 
131.778760 28.236390 S 
131.786250 19.630280 S 
131.917080 25.893330 S 
131.923750 13.418610 LENT 
131.982930 25.831110 S 
132.019170 17.701940 LENT 
132.037930 17.610830 S 
132.102490 18.330280 S 
132.110840 1.065280 S 
132.210420 29.869720 S 
132.167500 1.038060 S 
132.363340 29.519720 S 
132.598740 25.954170 S 
132.574170 3.496940 S 
132.754580 24.319170 DWARF 
132.952510 29.279440 S 
133.297070 9.148060 S 
133.386260 4.781390 S 
133.472500 18.179720 S 
133.502080 18.681390 S 
133.778760 18.934170 IRR 
133.980830 13.229440 LENT 
133.967910 2.523890 S 
134.100830 13.181940 S 
134.169590 0.374440 S 
134.255000 13.198610 S 
134.348330 17.287500 S 
134.335830 2.920560 S 
134.469160 12.495000 S 
134.635820 28.266390 S 
134.624160 6.320830 PEC 
134.710400 6.292500 S 
134.848340 11.135000 IRR 
135.032910 16.923890 S 
135.097500 25.611110 IRR 
135.132490 17.378060 IRR 
135.230410 31.993060 S 
135.174580 17.621670 S 
135.263340 11.098330 PEC 
135.315410 4.117780 S 
135.359160 18.972500 S 
135.420820 11.082500 S 
135.534590 8.301110 S 
135.595430 14.525560 S 
135.565840 16.838330 S 
135.660840 25.933890 S 
135.681670 25.091390 S 
135.682920 25.420830 S 
135.812090 30.591390 S 
136.095000 27.953330 LENT 
136.162510 18.464450 PEC 
136.225830 25.003330 IRR 
136.360000 25.550280 PEC 
136.449160 25.436940 S 
136.429170 18.339720 S 
136.500430 18.764170 S 
136.573750 25.583060 S 
136.664170 19.335830 IRR 
136.643750 6.303060 S 
136.782910 28.316110 S 
137.025420 18.848890 S 
137.044160 5.927500 DWARF 
137.197910 29.865000 S 
137.344160 15.795830 S 
137.433750 7.173890 S 
137.583760 7.038330 S 
137.660420 19.472780 FAINT 
137.674160 7.206390 IRR 
137.757080 13.413610 S 
137.790410 19.667500 S 
137.824170 19.298060 S 
137.897080 32.849440 S 
137.970410 16.277780 S 
138.095410 12.497780 S 
138.107090 9.955280 S 
138.234590 34.062220 S 
138.269580 33.421390 IRR 
138.255000 20.364440 S 
138.302080 31.807500 S 
138.380830 28.951390 S 
138.305830 3.230280 S 
138.342480 19.368890 DWARF 
138.452500 29.172780 PEC 
138.398320 12.440560 S 
138.553330 16.741390 S 
138.643340 30.140560 LENT 
138.748750 29.730000 LENT 
138.861660 31.401670 S 
138.820830 11.885560 S 
138.979170 10.132500 S 
139.007490 17.820000 S 
139.045410 6.329440 S 
139.090420 17.727220 PEC 
139.205830 27.489170 S 
139.183750 19.935550 S 
139.165410 7.266110 S 
139.272090 25.428610 LENT 
139.240830 16.303610 S 
139.320010 32.018890 S 
139.373350 25.965830 S 
139.582500 17.752780 S 
139.647920 34.553330 S 
139.669170 13.829170 LENT 
139.907910 27.457780 S 
139.922070 33.738060 S 
139.887910 5.882780 S 
139.976240 32.933330 S 
140.007900 33.101670 S 
140.080410 25.273060 S 
140.054990 8.792780 S 
140.133740 7.073330 S 
140.220000 35.368050 S 
140.169590 15.100560 S 
140.235410 28.881670 IRR 
140.277500 24.308050 S 
140.313750 3.150560 S 
140.350430 19.566390 S 
140.498340 3.378330 S 
140.525830 3.897220 S 
140.573330 4.708060 S 
140.724170 29.328610 S 
140.720830 21.975280 S 
140.813320 34.734170 S 
140.805830 2.600560 S 
140.897490 24.761390 S 
140.902070 2.136110 S 
141.077500 34.513330 LENT 
141.095830 28.292500 S 
141.060410 11.110560 S 
141.141660 34.659170 S 
141.122910 22.274440 DWARF 
141.167080 25.109720 S 
141.185420 20.028610 S 
141.230410 26.774720 S 
141.328750 34.112220 S 
141.427510 34.856670 S 
141.450010 34.276940 S 
141.353350 11.073890 S 
141.506260 34.653340 S 
141.447080 11.425000 S 
141.447920 2.089170 S 
141.505000 19.383050 S 
141.571260 3.134440 S 
141.650010 7.953610 S 
141.686250 1.153890 S 
141.792500 21.593330 S 
141.847500 30.440830 S 
141.857090 22.262780 S 
141.900830 28.798330 IRR 
141.967070 32.652500 S 
142.027920 17.195830 S 
142.375820 7.717780 S 
142.537080 20.090280 S 
142.570830 29.540000 S 
142.572910 26.641670 S 
142.542500 7.901940 S 
142.562500 4.143610 S 
142.804170 30.021940 S 
142.940410 3.728890 S 
143.040010 21.500830 S 
143.026260 8.441110 S 
143.087920 10.808610 S 
143.080430 0.315560 S 
143.245010 27.499440 S 
143.265430 29.927780 S 
143.441670 10.152220 E 
143.500410 10.029170 S 
143.511250 9.478610 S 
143.543750 0.241110 PEC 
143.642070 0.089440 S 
143.660420 5.841670 S 
143.697910 10.283060 S 
143.739580 21.704720 S 
143.832900 35.913330 DWARF 
143.780410 5.119440 S 
143.860000 29.812500 S 
144.029170 3.011940 S 
144.271670 13.894170 S 
144.312910 23.590280 S 
144.288760 19.835560 S 
144.299160 21.669170 S 
144.378750 32.841390 S 
144.374180 23.161110 S 
144.490830 25.493890 S 
144.478760 17.014440 S 
144.532910 9.523060 S 
144.639590 20.655560 S 
144.627910 2.573060 S 
144.782910 34.006390 S 
144.746660 6.955280 S 
144.703750 7.773610 S 
144.756240 17.025280 S 
144.824580 32.310550 PEC 
144.889160 11.509170 S 
144.941650 20.999720 S 
145.132490 28.968890 S 
145.136670 25.490000 S 
145.151670 3.576670 S 
145.173750 11.888060 S 
145.207090 11.551670 IRR 
145.319170 35.882220 S 
145.224590 5.166110 LENT 
145.250410 6.935560 S 
145.315000 2.820830 S 
145.384170 11.412500 S 
145.458760 33.511670 S 
145.474590 11.631670 S 
145.515000 0.336110 S 
145.548340 4.673330 S 
145.603760 4.283060 LENT 
145.725830 31.846670 S 
145.729580 28.981390 S 
145.745830 33.266670 IRR 
145.722500 9.495000 IRR 
145.785000 21.181670 S 
145.880830 34.041940 S 
145.799990 0.413890 S 
145.962490 9.656110 S 
146.235840 31.097500 S 
146.267070 32.238330 DWARF 
146.237930 16.707220 S 
146.342910 23.070840 DWARF 
146.309590 9.110000 S 
146.344180 9.767220 S 
146.438750 33.870000 S 
146.376250 6.376670 S 
146.458340 28.472780 S 
146.422070 4.942220 S 
146.467910 2.977500 S 
146.515000 1.668060 S 
146.571670 5.708330 S 
146.587080 3.071390 IRR 
146.706250 16.042780 S 
146.725420 23.023060 S 
146.749160 21.729440 DWARF 
146.724150 0.507220 S 
146.840850 25.745560 S 
146.772510 0.963060 DWARF 
146.954590 23.722780 S 
146.960420 15.851940 S 
146.938770 2.626390 S 
147.149170 33.421110 S 
147.307080 35.043060 S 
147.327090 35.178610 S 
147.357500 21.678050 S 
147.357500 14.657500 S 
147.422500 32.220550 LENT 
147.345410 1.144720 S 
147.422910 0.621110 IRR 
147.461240 12.694720 S 
147.470000 9.095280 S 
147.468340 0.618330 S 
147.527920 12.812780 S 
147.592910 31.487780 IRR 
147.547490 16.286110 S 
147.613340 12.765280 S 
147.677080 30.492220 S 
147.690000 22.754170 S 
147.730410 28.550830 IRR 
147.739170 33.553890 S 
147.752090 30.604170 S 
147.792510 33.130830 S 
147.746250 4.273060 S 
147.785000 15.730000 S 
147.775420 9.008060 S 
147.867510 32.942780 S 
147.820850 7.828330 IRR 
148.034160 29.235830 LENT 
148.073750 33.063890 LENT 
148.123750 2.153890 S 
148.280000 16.677220 S 
148.286670 7.866110 COMPACT 
148.358750 7.864720 S 
148.420410 1.579170 S 
148.432500 2.374170 S 
148.484590 23.382780 S 
148.462920 8.877500 S 
148.574170 23.287220 S 
148.692500 13.374170 S 
148.707080 9.271110 S 
148.852920 33.262780 IRR 
148.825010 4.270000 S 
148.890010 16.432780 S 
148.943760 32.429450 S 
148.951250 16.413890 DWARF 
149.017070 10.498060 S 
149.085010 27.227500 PEC 
149.079570 16.830830 S 
149.191670 28.825830 DWARF 
149.149600 20.644720 S 
149.177080 15.636940 S 
149.190000 16.808890 FAINT 
149.263750 15.578060 S 
149.318740 4.528060 S 
149.587490 32.370000 S 
149.548320 15.946670 S 
149.659160 1.057220 S 
149.673740 5.264170 S 
149.696240 11.388060 S 
149.715000 19.214450 S 
149.734590 14.418330 S 
149.750840 17.816670 S 
149.859590 30.746110 DWARF 
149.817500 3.313610 DWARF 
149.921250 35.393060 S 
149.915420 0.540280 S 
149.982930 13.043330 S 
150.000000 5.332220 DWARF 
150.112920 3.374170 S 
150.131260 3.205280 S 
150.132920 4.407220 S 
150.214570 22.313330 S 
150.272490 16.938330 S 
150.358320 15.769720 S 
150.399170 21.606390 S 
150.424580 33.136950 S 
150.419170 10.756110 S 
150.529170 3.057500 S 
150.557080 13.696390 LENT 
150.630840 19.032500 IRR 
150.648330 19.176390 LENT 
150.770830 33.047500 S 
150.764590 10.745560 S 
150.873340 13.102500 S 
151.021670 31.185550 LENT 
151.077090 3.687500 S 
151.094180 13.621110 S 
151.122910 14.768890 S 
151.170840 29.363890 IRR 
151.246660 21.537780 S 
151.284150 22.120280 DWARF 
151.305830 21.455830 S 
151.340420 19.286110 S 
151.393750 27.514170 S 
151.629170 32.946670 S 
151.643340 14.439720 S 
151.797930 33.027220 S 
151.780000 15.983610 DWARF 
151.795840 12.651110 IRR 
151.831670 10.362500 IRR 
151.865420 12.273890 S 
151.975830 29.460280 S 
152.032090 29.541670 DWARF 
152.085830 31.862220 S 
152.053740 18.706950 S 
152.116670 12.306390 E 
152.151250 18.230830 S 
152.187500 9.460280 S 
152.256240 32.492220 S 
152.382080 30.150280 DWARF 
152.464160 30.320840 S 
152.567930 32.276660 S 
152.616680 27.955830 S 
152.616240 2.227500 S 
152.667920 24.413610 S 
152.666260 20.070000 S 
152.875820 30.791110 S 
152.825000 0.442220 S 
152.972090 16.440000 S 
153.014570 23.085280 COMPACT 
153.073750 27.861670 S 
153.048750 4.923060 S 
153.204160 7.103060 DWARF 
153.209990 12.666670 S 
153.214160 4.794170 S 
153.255420 17.033890 S 
153.384580 20.174720 S 
153.381650 22.737500 S 
153.427900 18.125000 S 
153.439990 3.424440 LENT 
153.468750 0.550280 S 
153.495820 7.023330 S 
153.591670 30.173330 S 
153.590840 22.124440 S 
153.561680 3.466390 S 
153.618740 15.902500 S 
153.765430 21.173890 S 
153.877090 14.041110 S 
153.938320 18.945830 LENT 
153.925840 7.327500 S 
153.979580 2.685830 DWARF 
154.084990 4.821670 S 
154.141660 21.123060 S 
154.159580 12.576670 S 
154.299180 4.330560 DWARF 
154.357510 17.096940 S 
154.410840 21.687780 S 
154.449580 21.873060 S 
154.522920 21.830830 S 
154.616240 34.626110 S 
154.582090 7.048330 S 
154.785830 34.674450 S 
154.896260 6.325830 S 
154.929170 22.451670 S 
154.945420 22.594170 IRR 
155.046250 27.816670 S 
155.238330 25.364170 S 
155.322510 19.651110 S 
155.386260 22.545830 S 
155.409180 12.576110 S 
155.469180 23.860280 S 
155.558750 20.590280 S 
155.583760 21.569720 IRR 
155.582090 22.421940 S 
155.600420 1.197780 S 
155.601670 3.996940 S 
155.658750 27.355560 S 
155.841660 9.937220 S 
155.834990 21.115830 S 
155.887910 18.111110 LENT 
155.877500 19.865000 S 
155.900830 28.313060 S 
155.924160 33.773330 S 
155.952910 33.807500 S 
155.952090 12.629440 S 
156.036240 13.572500 S 
156.035420 16.741950 S 
156.053740 21.050280 DWARF 
156.137910 20.138060 S 
156.166660 14.756390 IRR 
156.280410 28.094440 S 
156.275830 17.160550 PEC 
156.357930 17.261390 S 
156.423340 11.738890 S 
156.470830 14.363330 S 
156.557080 27.885000 S 
156.536250 4.372220 S 
156.606250 17.510280 S 
156.617920 20.228330 S 
156.631670 15.339720 S 
156.652080 16.137780 S 
156.707080 34.920000 S 
156.680830 1.005560 S 
156.674160 3.861670 S 
156.755000 28.639170 S 
156.784160 0.965000 S 
156.933750 27.142780 S 
157.086650 22.570840 S 
157.113750 12.704170 S 
157.124980 19.562780 DWARF 
157.159160 3.560280 DWARF 
157.174160 3.677500 S 
157.219570 26.335830 S 
157.221660 19.757500 S 
157.317930 23.728890 S 
157.320420 26.098330 S 
157.332920 29.491390 S 
157.314590 6.127500 S 
157.371670 19.622780 S 
157.364590 22.007780 S 
157.421250 1.920000 S 
157.444580 13.018050 S 
157.464580 19.833060 S 
157.520000 5.046940 S 
157.777920 28.796110 E 
157.795410 34.503060 DWARF 
157.804990 4.471940 S 
157.817080 19.382780 S 
157.882490 24.121940 S 
157.875000 24.868890 S 
157.883330 32.355550 S 
157.912080 25.983330 LENT 
157.896260 0.474720 S 
157.930830 25.307220 IRR 
158.071670 27.668610 IRR 
158.111680 2.554720 S 
158.181260 19.944170 S 
158.198350 15.860280 S 
158.230830 28.511110 S 
158.458340 12.878060 S 
158.472500 11.206390 S 
158.624590 35.256390 S 
158.583330 13.752780 IRR 
158.678330 11.196670 S 
158.697490 21.649440 S 
158.702910 25.545000 S 
158.837920 3.558060 S 
158.913740 28.565560 S 
158.937500 20.990280 FAINT 
158.942080 21.048330 S 
159.052920 13.449170 DWARF 
159.089170 13.711940 S 
159.100010 12.706670 S 
159.102510 23.188060 S 
159.161250 35.052500 S 
159.181240 31.546110 DWARF 
159.261250 20.431390 S 
159.270420 20.441110 LENT 
159.238340 0.229440 S 
159.249180 18.136670 LENT 
159.292920 12.652220 S 
159.388340 5.628330 S 
159.400830 5.603060 S 
159.468750 13.720830 DWARF 
159.521670 1.744720 S 
159.530000 4.893890 S 
159.608340 30.144170 S 
159.694990 5.696390 S 
159.826660 14.847220 S 
159.854580 1.718060 IRR 
159.882920 5.107220 S 
159.912510 25.322500 S 
159.991260 15.598050 S 
159.991260 24.091110 S 
160.102510 21.618610 IRR 
160.118330 9.182220 E 
160.130430 12.293890 S 
160.228760 5.991390 PEC 
160.235430 12.471670 IRR 
160.315410 6.360830 S 
160.438320 15.642500 S 
160.470000 21.252780 S 
160.471680 0.792780 IRR 
160.460830 4.330280 S 
160.545840 23.746390 S 
160.531660 13.746670 S 
160.675840 34.448890 IRR 
160.658330 23.951940 S 
160.631240 5.043060 PEC 
160.702500 13.459720 S 
160.774150 20.423060 LENT 
160.801670 21.657220 S 
160.879150 24.921940 S 
160.912060 14.871110 S 
160.982910 28.146940 IRR 
160.989990 11.703330 S 
161.050840 6.758330 S 
161.154590 26.181670 S 
161.215840 6.596390 S 
161.204570 15.951110 IRR 
161.266660 10.184720 S 
161.289580 22.078610 S 
161.267500 0.104440 S 
161.427920 11.343610 S 
161.497510 34.965000 S 
161.530820 25.904170 S 
161.552490 1.812780 S 
161.645830 13.750000 S 
161.677490 25.931110 S 
161.690410 11.819720 S 
161.761250 26.543330 S 
161.773760 30.053050 S 
161.767090 17.273060 S 
161.843340 14.070560 DWARF 
161.872910 7.250560 S 
161.914170 26.294720 S 
161.929180 29.771670 S 
161.922930 11.076670 S 
161.959590 33.728610 IRR 
162.003750 28.246110 S 
162.050840 28.601390 S 
162.102920 34.711110 S 
162.114170 26.583890 S
162.079590 0.840560 S
162.116240 12.533060 S
162.162920 21.739170 S
162.235000 14.219170 S
162.302920 27.923330 IRR
162.281250 6.916940 LENT
162.300420 22.015830 S
162.354170 32.772220 IRR
162.368330 4.798890 S
162.397490 21.979170 COMPACT
162.458340 32.982500 S
162.495830 31.909440 S
162.537080 5.326670 S
162.605820 17.563060 IRR
162.626660 19.644170 DWARF
162.659160 15.763330 DWARF
162.707490 15.329440 PEC
162.754170 36.192500 S
162.794600 20.170280 S
162.815840 27.848890 S
162.817080 27.974720 LENT
162.836260 32.766390 S
162.810000 5.839440 S
162.850010 28.111670 LENT
162.824170 13.945560 LENT
162.832920 14.022780 S
162.859590 8.298610 LENT
162.872910 9.279170 S
162.943340 32.900000 S
162.884580 0.256670 S
162.896260 4.582500 S
162.923750 18.480830 LENT
162.991670 3.791670 S
163.016250 10.148330 S
163.047500 32.951110 S
163.062090 30.057780 IRR
163.108340 10.546670 S
163.132080 19.792220 IRR
163.160000 34.483330 IRR
163.129590 7.225000 S
163.139160 10.018610 S
163.147510 22.934720 S
163.245830 7.619720 DWARF
163.250410 17.573060 S
163.283330 33.910000 S
163.265840 4.631940 COMPACT
